BPrev,BStreak,B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,Date,Event_ID,Fight_ID,Last_round,Max_round,RPrev,R_Age,R_Height,R_HomeTown,R_ID,R_Location,R_Name,R_Weight,winby,winner
0,0,34,167,"Lafayette, Louisiana United States",1618,"San Diego, California United States",Liz Carmouche,56,4/21/2014,661,4688,3,3,0,32,167,"Tacoma, Washington United States",1317,"Las Vegas, Nevada United States",Miesha Tate,61,DEC,red
0,0,32,180,Rio de Janeiro Brazil,1657,"Nova Friburgo, Rio de Janeiro Brazil",Edson Barboza,70,4/21/2014,661,4707,1,3,1,35,185,"Denver, Colorado United States",1076,"Albuquerque, New Mexico United States",Donald Cerrone,77,SUB,red
1,1,41,182,Pinar del Rio Cuba,1866,"Coconut Creek, Florida United States",Yoel Romero,84,4/21/2014,661,4721,3,3,1,30,185,"Kailua, Hawaii United States",1546,"Las Vegas, Nevada United States",Brad Tavares,84,DEC,blue
0,0,35,182,"Salem, OR USA",197,"Portland, OR USA",Pat Healy,70,4/21/2014,661,4722,3,3,0,33,180,"Miami, Florida United States",1272,"Miami, Florida United States",Jorge Masvidal,77,DEC,red
0,0,36,187,"Defiance, OH USA",2218,"Columbus, OH USA",Luke Zachrich,84,4/21/2014,661,4723,1,3,0,30,185,"Fortaleza, Ceara Brazil",1926,"Fortaleza, Ceara Brazil",Caio Magalhaes,84,KO/TKO,red
0,0,36,190,"Kauai, Hawaii USA",1547,"Apache Junction, Arizona USA",Seth Baczynski,77,4/21/2014,661,4724,3,3,0,35,175,Fortaleza Brazil,511,"Coconut Creek, Florida United States",Thiago Alves,77,DEC,red
0,0,33,182,Rio de Janeiro Brazil,2203,Rio de Janeiro Brazil,Hernani Perpetuo,77,4/21/2014,661,4726,3,3,0,28,182,"Lethbridge, Alberta Canada",1867,"Lethbridge, Alberta Canada",Jordan Mein,77,DEC,red
0,0,37,203,"Santa Clara, CA USA",2194,"Fullerton, CA USA",Jack May,115,4/21/2014,661,4735,1,3,0,33,190,"New Orleans, Louisiana United States",2082,"Houston, Texas United States",Derrick Lewis,118,KO/TKO,red
0,0,29,182,"Columbia, Missouri United States",2216,"Farmington, Missouri United States",Alex White,70,4/21/2014,661,4741,1,3,0,36,177,"Phoenix, AZ USA",1930,"Tempe, AZ USA",Estevan Payan,65,KO/TKO,blue
0,0,25,162,"Tucson, Arizona United States",2217,"Albuquerque, New Mexico United States",Ray Borg,56,4/21/2014,661,4801,3,3,1,29,165,"Goshen, Indiana United States",1504,"Franklin, Tennessee United States",Dustin Ortiz,56,DEC,red
0,0,33,180,"Azle, Texas Untied States",2214,"Arlington, Texas United States",Chas Skelly,65,4/21/2014,661,4802,3,3,0,27,172,Srebrenica Bosnia,2213,"Montreal, Quebec Canada",Mirsad Bektic,65,DEC,red
0,0,48,180,"Downey, California USA",129,"Temecula, California USA",Dan Henderson,84,3/24/2014,662,4691,3,5,0,36,185,Curitiba Brazil,457,Curitiba Brazil,Mauricio Rua,93,KO/TKO,blue
0,0,31,190,Rhenen The Netherlands,2199,Rhen Netherlands,Hans Stringer,93,3/24/2014,662,4702,3,3,0,38,185,"Xapuri, Acre Brazil",2085,Rio de Janeiro Brazil,Francimar Barroso,93,DEC,blue
0,0,35,187,"Mt. Gilead, Ohio United States",507,"Tempe, Arizona United States",CB Dollaway,84,3/24/2014,662,4709,1,3,0,33,185,"Ibitinga, Sao Paulo Brazil",1991,"Miami, Florida United States",Cezar Ferreira,84,KO/TKO,blue
0,0,33,190,"Levittown, New York United States",1742,"Bellmore, New York United States",Gian Villante,93,3/24/2014,662,4711,3,3,0,38,185,"Sorocaba, Sao Paolo Brazil",1663,"Florianopolis, Santa Catarina Brazil",Fabio Maldonado,93,DEC,red
0,0,31,180,"Anaheim, CA USA",1916,"Ogden, UT USA",Steven Siler,65,3/24/2014,662,4712,1,3,0,34,170,"Quixada, Ceara Brazil",1994,"Quixada, Ceara Brazil",Rony Jason,65,KO/TKO,red
1,1,30,175,"Grozny, Chechen Republic Russia",2144,Vienna Austria,Mairbek Taisumov,70,4/5/2016,662,4713,3,3,0,37,167,"Belem, Para Brazil",2074,"Belem, Para Brazil",Michel Prazeres,77,DEC,red
0,0,34,187,Rio de Janeiro Brazil,2087,Rio de Janeiro Brazil,Thiago Santos,93,3/24/2014,662,4714,1,3,0,30,185,"Natal, Rio Grande do Norte Brazil",1835,Rio de Janeiro Brazil,Ronny Markes,84,KO/TKO,blue
0,0,36,165,"Payson, UT USA",1034,"Boise, ID USA",Scott Jorgensen,61,3/24/2014,662,4715,1,3,0,33,165,Rio Grande do Norte Brazil,2011,Natal Brazil,Jussier Formiga,56,SUB,red
0,0,34,177,"Spring Bay, Illinois USA",1655,"Washington, Illinois USA",Kenny Robertson,77,3/24/2014,662,4716,1,3,0,30,177,"Santo Andre, Sao Paulo Brazil",2000,"Santo Andre, Sao Paulo Brazil",Thiago Perpetuo,77,SUB,blue
0,0,34,175,"Alfei Menashe, Samaria Israel",2193,"San Jose, California USA",Noad Lahat,65,3/24/2014,662,4734,1,3,0,31,170,"Fortaleza, Ceara Brazil",1993,"Fortaleza, Ceara Brazil",Godofredo Pepey,65,KO/TKO,red
0,0,38,185,"Dubbo, New South Wales Australia",1549,"Albuquerque, New Mexico USA",Kyle Noke,77,4/21/2014,663,4696,3,3,0,38,180,"Rimouski, Quebec Canada",405,"Montreal, Quebec Canada",Patrick Cote,77,DEC,red
0,0,35,162,"Des Moines, IA USA",2178,"Des Moines, IA USA",Tim Gorman,61,4/21/2014,663,4697,3,3,0,33,165,"Sturgeon Falls, Ontario Canada",1935,"Sudbury, Ontario Canada",Mitch Gagnon,61,DEC,red
0,0,35,177,"Kona, Hawaii USA",1493,"San Diego, California USA",KJ Noons,70,4/21/2014,663,4698,1,3,0,34,175,"London, Ontario Canada",520,"London, Ontario Canada",Sam Stout,70,KO/TKO,blue
0,0,39,180,"San Luis Obispo, CA United States",1403,"Austin, TX United States",Tim Kennedy,84,4/21/2014,663,4700,5,5,0,39,185,Manchester England,368,Manchester England,Michael Bisping,84,DEC,blue
0,0,32,180,"San Diego, California United States",2230,"Glendale, Arizona United States",Mike de la Torre,65,4/21/2014,663,4708,3,3,0,36,172,"Toronto, Ontario Canada",452,"Woodbridge, Ontario Canada",Mark Bocek,70,DEC,red
0,0,36,175,"Santa Ana, California United States",2221,"Pleasant Hill, California United States",Leslie Smith,61,4/21/2014,663,4733,3,3,0,33,165,"Victoria, British Columbia Canada",1380,"Victoria, British Columbia Canada",Sarah Kaufman,61,DEC,red
0,0,35,185,"Cottage Grove, Minnesota USA",2205,"Salt Lake City, Utah USA",Sean O'Connell,93,4/21/2014,663,4737,1,3,0,36,187,"St. John, New Brunswick Canada",1922,"Edmonton, Alberta Canada",Ryan Jimmo,93,KO/TKO,red
1,1,29,170,"Honolulu, Hawaii USA",2054,"Honolulu, Hawaii USA",Dustin Kimura,61,4/21/2014,663,4743,3,3,0,36,180,"Tucson, AZ USA",454,"Tucson, AZ USA",George Roop,61,DEC,red
0,0,36,172,Lund Sweden,1954,"Brooklyn, New York USA",Akira Corassani,65,4/21/2014,663,4765,2,3,0,29,175,"Lafayette, Louisiana United States",1595,"Coconut Creek, Florida United States",Dustin Poirier,70,KO/TKO,red
0,0,29,175,"Montreal, Quebec Canada",2223,"Montreal, Quebec Canada",Olivier Aubin-Mercier,70,7/24/2018,663,4811,3,3,0,32,177,"Chatham, Ontario Canada",2222,"Chatham, Ontario Canada",Chad Laprise,77,DEC,red
0,0,41,180,"Melbourne, Victoria Australia",2226,"Melbourne, Victoria Australia",Vik Grujic,77,4/21/2014,663,4813,3,3,0,37,185,St. Tropez France,2227,"Montreal, Quebec Canada",Nordine Taleb,77,DEC,red
0,0,31,177,"Perth, Western Australia Australia",2229,"Perth, Western Australia Australia",Chris Indich,77,4/21/2014,663,4814,3,3,0,29,182,"North Shore, Sydney  Australia",2228,"North Shore , Sydney Australia",Richard Walsh,77,DEC,red
0,0,33,175,"Omaha, Nebraska United States",965,"Lake Forest, California United States",Jake Ellenberger,77,5/24/2014,664,4693,3,3,1,36,180,"San Diego, California United States ",471,"Coconut Creek, Florida United States ",Robbie Lawler,77,KO/TKO,red
1,0,33,167,"Milwaukee, Wisconsin USA",2010,"Milwaukee, Wisconsin USA",Chico Camus,56,5/24/2014,664,4747,3,3,0,30,180,"Van Nuys, CA USA",2136,"Sacramento, CA USA",Chris Holdsworth,61,DEC,red
0,0,29,175,"Houston, TX USA",2237,"Lafayette, LA USA",Aaron Phillips,65,5/25/2014,664,4748,3,3,1,32,172,"Spokane, Washington United States",1978,"Spokane, Washington United States",Sam Sicilia,65,DEC,red
0,0,32,187,"Newport News, Virginia USA",1096,"Lee's Summit, Missouri USA",James Krause,70,6/3/2014,664,4750,1,3,1,33,172,"Phoenix, Arizona USA",530,"Tempe, Arizona USA",Jamie Varner,70,KO/TKO,blue
0,0,37,172,"Whittier, California USA",1689,"Buena Park, California USA",Francisco Rivera,61,5/24/2014,664,4761,3,3,0,34,170,Ibaraki Japan,1051,Kanagawa Japan,Takeya Mizugaki,61,DEC,red
0,0,32,177,"Sakatoon, Saskatchewan Canada",1891,"Edmonton, Alberta Canada",Mitch Clarke,70,6/3/2014,664,4762,2,3,1,31,175,"Wantagh, New York United States",1983,"Wantagh, New York United States",Al Iaquinta,70,SUB,blue
1,1,40,175,"Amarante, Piaui Brazil",1997,"Brasilia, Distrito Federal Brazil",Francisco Trinaldo,70,5/24/2014,664,4764,3,3,0,30,185,"Aurora, Colorado United States",1985,"Spokane Valley, Washington United States",Michael Chiesa,70,DEC,red
1,1,36,172,Kagoshima Japan,941,Tokyo Japan,Katsunori Kikuno,65,5/24/2014,664,4768,1,3,0,34,180,"Oxnard, California United States",1815,"Orange County, California United States",Tony Ferguson,70,KO/TKO,red
1,1,35,177,"Lancaster, California United States",1986,"Simi Valley, California United States",Vinc Pichel,70,5/25/2014,664,4779,3,3,0,38,185,Enugu Nigeria,1080,"Las Vegas, Nevada USA",Anthony Njokuani,70,DEC,blue
0,0,30,182,Xinjiang China,2206,Beijing China,Li Jingliang,77,7/8/2016,664,4782,3,3,0,29,175,"Pine Ridge, Sout Dakota USA",2236,"Glendale, Arizona USA",David Michaud,70,DEC,blue
1,1,32,167,"Angels Camp, California USA",1905,"Denver, Colorado USA",TJ Dillashaw,61,5/25/2014,664,4796,5,5,1,31,167,Natal Brazil,1527,Rio de Janeiro Brazil,Renan Barao,61,KO/TKO,blue
1,1,48,180,"Downey, California USA",129,"Temecula, California USA",Dan Henderson,84,5/24/2014,664,4825,3,3,1,39,180,"Lafayette, Louisiana United States",1409,"San Jose, California United States",Daniel Cormier,106,SUB,red
0,0,42,182,"Las Vegas, Nevada United States",1015,"Las Vegas, Nevada United States",Roy Nelson,119,5/21/2014,665,4720,1,5,0,42,190,Bahia Brazil,272,Rio de Janeiro Brazil,Minotauro Nogueira,109,KO/TKO,blue
1,1,40,170,Ibaraki Japan,750,Ibaraki Japan,Tatsuya Kawajiri,65,5/21/2014,665,4751,3,3,0,36,170,"Round Lake, Illinois United States",459,"Johnsburg, Illinois United States",Clay Guida,65,DEC,red
1,1,37,190,"Vancouver, Washington United States",1810,"Tukwila, Washington United States",Trevor Smith,84,5/21/2014,665,4752,1,3,0,37,185,Rio de Janeiro Brazil,449,Rio de Janeiro Brazil,Thales Leites,84,KO/TKO,red
1,1,29,177,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70,5/21/2014,665,4755,1,3,1,30,180,"Concord, CA USA",1814,"San Francisco, CA USA",Ramsey Nijem,70,KO/TKO,red
0,0,36,182,"Sokolow, Podlaski Poland",2083,Warsaw Poland,Daniel Omielanczuk,112,5/21/2014,665,4756,3,3,0,32,187,"Sandpoint, Idaho USA",2105,"Arlington, Texas USA",Jared Rosholt,120,DEC,red
0,0,35,177,"Oregon, Ohio USA",1910,"Colleyville, TX USA",Johnny Bedford,61,5/21/2014,665,4758,1,3,0,34,167,Brasilia Brazil,1044,Brasilia Brazil,Rani Yahya,61,,no contest
0,0,31,175,"New York, New York USA",2202,"Fort Lauderdale, Florida USA",Jim Alers,65,5/21/2014,665,4759,3,3,0,30,175,Erbil Iraq,2201,Stuttgart Germany,Alan Omer,65,DEC,blue
1,0,36,180,"Zinzeli, Astrakhan Oblast Russia",2160,"Zinzeli, Astrakhan Oblast Russia",Gasan Umalatov,77,6/2/2014,666,4775,3,3,0,37,180,Brasilia Brazil,651,Brasilia Brazil,Paulo Thiago,77,DEC,blue
1,1,32,172,Baguio City Philippines,2190,Baguio City Philippines,Mark Eddiva,65,6/2/2014,666,4791,2,3,0,33,182,"Salvador, Bahia Brazil",2092,Florianopolis Brazil,Kevin Souza,65,KO/TKO,red
1,1,35,172,"Brawley, CA USA",2184,"Orange County, CA USA",Ernest Chavez,70,6/2/2014,666,4792,3,3,1,32,180,"Pirapora do Bom Jesus, Sao Paulo Brazil",2093,"Pirapora do Bom Jesus, Sao Paulo Brazil",Elias Silverio,70,SUB,red
0,0,32,172,"San Diego, California USA",1791,"Escondido, California USA",Robert Peralta,65,6/2/2014,666,4816,3,3,1,34,170,"Quixada, Ceara Brazil",1994,"Quixada, Ceara Brazil",Rony Jason,65,DEC,blue
0,0,34,190,Great Novgorod Russia,2200,"Fairfield, New Jersey USA",Alexander Yakovlev,77,6/2/2014,666,4819,3,3,1,40,185,Sao Paulo Brazil,326,Sao Paulo Brazil,Demian Maia,77,DEC,red
1,1,33,175,Dagestan Russia,2158,"Coconut Creek, Florida United States",Rashid Magomedov,70,11/5/2016,666,4820,3,3,1,38,170,"Afonso Claudio, Espirito Santo Brazil",1367,"Vila Velha, Espirito Santo Brazil",Rodrigo Damm,70,,blue
0,0,31,177,"Dallas, TX USA",2232,"Dallas, TX USA",Matt Hobar,61,6/2/2014,666,4821,1,3,1,32,167,Sao Paulo Brazil,2191,Sao Paulo Brazil,Pedro Munhoz,61,KO/TKO,red
1,1,38,185,"Sorocaba, Sao Paolo Brazil",1663,"Florianopolis, Santa Catarina Brazil",Fabio Maldonado,93,6/2/2014,666,4857,1,5,1,36,193,"Euclid, Ohio United States",1852,"Independence, Ohio United States",Stipe Miocic,109,KO/TKO,red
0,0,,,,2246,,Antonio Carlos Junior,,6/2/2014,666,4879,3,3,0,39,185,"Joinvillve, Santa Catarina Brazil",2245,Rio de Janeiro Brazil,Vitor Miranda,84,DEC,blue
0,0,27,180,"Governador Valadares, Minas Gerais Brazil",2247,Rio de Janeiro Brazil,Warlley Alves,77,6/2/2014,666,4880,3,3,0,29,182,Florianopolis Brazil,2248,Florianopolis Brazil,Marcio Alexandre,77,SUB,blue
0,0,31,182,"Vicosa, Minas Gerais Brazil",2250,Rio de Janeiro Brazil,Wagner Silva,77,6/2/2014,666,4881,2,3,0,34,180,"Dourados, Mato Grosso do Sul Brazil",2249,"Huntington Beach, California USA",Ricardo Abreu,84,SUB,red
0,0,34,187,"Campinas, Sao Paulo Brazil",2251,Rio de Janeiro Brazil,Richardson Moreira,84,4/25/2016,666,4882,1,3,0,33,185,"Ribeirâo Pires, Sao Paulo Brazil",1865,Sao Paulo Brazil,Marcos Rogerio de Lima,93,KO/TKO,red
0,0,29,177,"Albury, NSW Australia",2141,"Brisbane, Queensland Australia",Ben Wall,70,5/12/2014,667,4738,1,3,0,36,172,"Green River, WY USA",1948,"Green River, WY USA",Justin Salas,70,KO/TKO,red
0,0,40,187,Cape Town South Africa,2197,Boksburg South Africa,Ruon Potts,112,5/12/2014,667,4742,1,3,0,41,193,Perth Australia,306,Perth Australia,Soa Palelei,120,KO/TKO,red
0,0,34,172,"El Paso, Texas United States",1137,"Coconut Creek, Florida United States",Nik Lentz,70,5/12/2014,667,4744,3,3,0,37,165,Leninakan Armenia,438,"Hollywood, CA USA",Manvel Gamburyan,61,DEC,blue
0,0,30,167,"Whittier, CA USA",2091,"Chino, CA USA",Darrell Montague,56,5/12/2014,667,4745,3,3,0,27,165,Gunma Japan,2103,"Coconut Creek, Florida USA",Kyoji Horiguchi,56,DEC,red
1,1,27,175,"Honolulu, Hawaii United States",2166,"Kapolei, Hawaii  United States",Louis Smolka,56,5/12/2014,667,4746,3,3,1,37,160,"San Jose, California USA",1253,"Tucson, Arizona USA",Chris Cariaso,56,DEC,red
0,0,34,182,"Irving, Texas United States",1422,"Kansas City, Missouri United States",Zak Cummings,77,5/12/2014,667,4749,3,3,0,35,180,"Muriae, Minas Gerais Brazil",1871,Barcelona Spain,Yan Cabral,70,DEC,blue
0,0,40,170,Rio de Janeiro Brazil,1860,Rio de Janeiro Brazil,Johnny Eduardo,61,5/12/2014,667,4760,1,3,1,34,170,"Houston, Texas United States",961,"Chesterton, Indiana  United States",Eddie Wineland,61,KO/TKO,blue
1,1,33,172,"Wayne, Michigan USA",1976,"Detroit, Michigan USA",Daron Cruickshank,70,5/12/2014,667,4763,1,3,1,30,177,"Cedar Rapids, Iowa United States",1092,"Milwaukee, Wisconsin United States",Erik Koch,70,KO/TKO,blue
1,0,32,180,"Riverside, California USA",1783,"Riverside, California USA",Lorenz Larkin,77,5/12/2014,667,4766,1,3,1,38,180,Limassol Cyprus,1781,"Long Island , New York USA",Costas Philippou,84,KO/TKO,red
1,1,34,182,"Vila Velha, Espirito Santo Brazil",1820,"Vila Velha, Espirito Santo Brazil",Erick Silva,77,5/12/2014,667,4769,3,5,0,37,182,"Xenia, Ohio USA",432,"Denver, Colorado USA",Matt Brown,77,KO/TKO,red
0,0,34,187,"Wilburton, Oklahoma United States",1952,"Albuquerque, New Mexico United States",Tim Means,77,5/12/2014,667,4776,3,3,1,31,190,"Brooklyn, New York United States",2047,"Denver, Colorado United States",Neil Magny,77,DEC,red
1,0,26,180,Nalchik Russia,2172,"Fairfield, New Jersey USA",Albert Tumenov,77,5/12/2014,667,4777,1,3,0,38,175,"Fort Wayne, IN USA",2127,"Indianapolis, IN USA",Anthony Lapsley,77,KO/TKO,blue
0,0,31,175,Gdynia Poland,2089,Gdynia Poland,Piotr Hallmann,70,6/9/2014,668,4767,3,3,0,42,175,Nassau Bahamas,283,"Austin, Texas USA",Yves Edwards,70,SUB,blue
0,0,31,172,Dagestan Russia,2023,Derbent Dagestan,Rustam Khabilov,70,6/8/2014,668,4778,4,5,1,34,175,"Colorado Springs, Colorado USA",1066,"Glendale, Arizona USA",Benson Henderson,77,SUB,red
0,0,30,180,"St. Louis, MO USA",1851,"St. Louis, MO USA",Lance Benoist,77,6/9/2014,668,4780,3,3,0,39,182,"Kansas City, MO USA",1454,"Kansas City, MO USA",Bobby Voelker,77,DEC,blue
1,1,34,167,"Phoenix, Arizona United States",2007,"Phoenix, Arizona United States",John Moraga,56,6/9/2014,668,4788,2,3,0,34,160,"Albuquerque, New Mexico United States",1904,"Albuquerque, New Mexico United States",John Dodson,61,KO/TKO,red
1,0,25,167,"Milwaukee, Wisconsin United States",2118,"Milwaukee, Wisconsin United States",Sergio Pettis,56,6/9/2014,668,4789,3,3,1,37,175,"Santa Ana, California USA",2041,"Glendale, Arizona USA",Yaotzin Meza,65,DEC,blue
0,0,35,190,"Corpus Christi, Texas USA",2252,"Corpus Christi, Texas USA",Roger Narvaez,84,6/9/2014,668,4805,2,3,1,37,187,"Doylestown, Pennsylvania United States",1694,"Boca Raton, Florida United States",Patrick Cummins,93,KO/TKO,red
0,0,34,172,Sunderland England,875,Sunderland England,Ross Pearson,70,10/7/2018,668,4810,3,3,1,36,177,"Albuquerque, New Mexico United States",461,"Albuquerque, New Mexico United States",Diego Sanchez,70,DEC,red
1,0,33,167,"San Diego, CA USA",1056,"San Diego, CA USA",Danny Martinez,56,6/9/2014,668,4826,3,3,1,36,165,"Payson, UT USA",1034,"Boise, ID USA",Scott Jorgensen,61,DEC,red
0,0,36,172,"Kansas City, MO USA",937,"Kansas City, MO USA",Jason High,70,6/9/2014,668,4836,2,3,1,33,172,Rio de Janeiro Brazil,532,Rio de Janeiro Brazil,Rafael dos Anjos,77,KO/TKO,red
0,0,32,180,"Manhattan, Kansas USA",2239,"Manhattan, Kansas USA",Jake Lindsey,70,6/9/2014,668,4838,3,3,0,34,180,"Spokane, Washington United States",2019,Hagatna Guam,Jon Tuck,70,KO/TKO,red
0,0,28,185,"Valparaiso, Indiana USA",2244,"Lake Station, Indiana USA",Josh Shockley,70,6/16/2014,669,4770,1,3,0,32,180,Toronto Canada,2243,"Charlottetown, Prince Edward Island Canada",Jason Saggo,70,KO/TKO,red
1,1,37,177,Osaka Japan,2131,Osaka Japan,Kiichi Kunimoto,77,6/16/2014,669,4781,1,3,0,36,175,Sao Paulo Brazil,2027,Sao Paulo Brazil,Daniel Sarafian,84,SUB,blue
1,0,34,167,"Washington, DC USA",1861,"Camp Springs, MD USA",Mike Easton,61,6/16/2014,669,4794,3,3,1,39,170,Port au Prince Haiti,1060,"Montreal, Quebec Canada",Yves Jabouin,61,DEC,red
0,0,28,165,Kanagawa Japan,2210,Kanagawa Japan,Michinori Tanaka,61,6/16/2014,669,4795,3,3,0,34,175,"Winnipeg, Manitoba Canada",1912,"Winnipeg, Manitoba Canada",Roland Delorme,61,DEC,blue
1,1,36,175,"St. Louis, Missouri United States",1386,"St. Louis, Missouri United States",Tyron Woodley,77,6/16/2014,669,4808,3,3,1,29,182,"Quesnel, B.C. Canada",1176,"Montreal, Quebec Canada",Rory MacDonald,77,DEC,red
1,1,33,162,Dagestan Republic Russia,2084,Dagestan Republic Russia,Ali Bagautinov,56,6/16/2014,669,4809,5,5,0,32,160,"Madisonville, Kentucky United States",1495,"Parkland, Washington United States",Demetrious Johnson,56,DEC,red
1,0,35,175,Seoul South Korea,2145,Seoul South Korea,Tae Hyun Bang,70,8/29/2016,669,4818,3,3,0,34,180,"Burns Lake, British Columbia Canada",2231,"Vancouver, British Columbia Canada",Kajan Johnson,70,KO/TKO,blue
0,0,38,185,"Ilha Solteira, Sao Paulo Brazil",1390,Rio de Janeiro Brazil,Rafael Feijao,93,2/1/2016,669,4827,3,3,0,35,187,"Reno, Nevada USA",503,"Tempe, Arizona USA",Ryan Bader,93,DEC,red
0,0,35,193,"Aurora, Colorado USA",1161,"Los Angeles, California USA",Brendan Schaub,111,6/16/2014,669,4832,3,3,0,39,190,Minsk Belarus,367,"Chicago, Illinois United States",Andrei Arlovski,109,DEC,red
0,0,32,167,"Spokane, WA USA",2260,"Spokane, WA USA",Elizabeth Phillips,61,6/16/2014,669,4839,3,3,0,35,170,"Montreal, Quebec Canada",2256,"Coconut Creek, FL USA",Valerie Letourneau,56,DEC,red
1,1,36,187,"St. John, New Brunswick Canada",1922,"Edmonton, Alberta Canada",Ryan Jimmo,93,6/16/2014,669,4847,2,3,1,35,190,"Immokalee, Florida United States",1499,"Knoxville, Tennessee United States",Ovince Saint Preux,93,SUB,red
1,1,32,182,"Botkyrka, Stockholm Sweden",2124,Stockholm Sweden,Nico Musoke,77,6/30/2014,670,4754,3,3,1,26,175,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84,DEC,red
0,0,38,195,"Kent, Washington United States",2215,"Albuquerque, New Mexico United States",Anthony Hamilton,118,10/7/2018,670,4757,1,3,0,,,,2155,,Aleksei Oleinik,,SUB,red
0,0,33,175,"Careiro da Várzea, Amazonas Brazil",2208,"Pharr, Texas USA",Carlos Diego Ferreira,70,6/30/2014,670,4786,1,3,0,31,182,"Des Moines, IA USA",2039,"Fort Hood, TX USA",Colton Smith,70,SUB,blue
1,0,27,190,"Anchorage, Alaska USA",2167,"Anchorage, Alaska USA",Andy Enz,84,6/30/2014,670,4804,3,3,0,35,182,"Itapemirim, Espirito Santo Brazil",1989,"Vitoria, Espirito Santo Brazil",Marcelo Guimaraes,84,DEC,red
1,0,31,177,"Blackwell, Oklahoma USA",2192,"Visalia, California USA",Cody Gibson,61,6/30/2014,670,4822,1,3,1,35,177,"Oregon, Ohio USA",1910,"Colleyville, TX USA",Johnny Bedford,61,KO/TKO,blue
0,0,32,185,"Houston, TX USA",1965,"Houston, TX USA",Andrew Craig,84,6/30/2014,670,4828,3,3,1,33,185,"Ibitinga, Sao Paulo Brazil",1991,"Miami, Florida United States",Cezar Ferreira,84,DEC,red
